station,frequency,year,url,dest
22217,daily,1965,https://data.meteostat.net/daily/1965/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1965\22217.csv.gz
22217,daily,1966,https://data.meteostat.net/daily/1966/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1966\22217.csv.gz
22217,daily,1967,https://data.meteostat.net/daily/1967/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1967\22217.csv.gz
22217,daily,1968,https://data.meteostat.net/daily/1968/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1968\22217.csv.gz
22217,daily,1969,https://data.meteostat.net/daily/1969/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1969\22217.csv.gz
22217,daily,1970,https://data.meteostat.net/daily/1970/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1970\22217.csv.gz
22217,daily,1971,https://data.meteostat.net/daily/1971/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1971\22217.csv.gz
22217,daily,1972,https://data.meteostat.net/daily/1972/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1972\22217.csv.gz
22217,daily,1973,https://data.meteostat.net/daily/1973/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1973\22217.csv.gz
22217,daily,1974,https://data.meteostat.net/daily/1974/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1974\22217.csv.gz
22217,daily,1975,https://data.meteostat.net/daily/1975/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1975\22217.csv.gz
22217,daily,1976,https://data.meteostat.net/daily/1976/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1976\22217.csv.gz
22217,daily,1977,https://data.meteostat.net/daily/1977/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1977\22217.csv.gz
22217,daily,1978,https://data.meteostat.net/daily/1978/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1978\22217.csv.gz
22217,daily,1979,https://data.meteostat.net/daily/1979/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1979\22217.csv.gz
22217,daily,1980,https://data.meteostat.net/daily/1980/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1980\22217.csv.gz
22217,daily,1981,https://data.meteostat.net/daily/1981/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1981\22217.csv.gz
22217,daily,1982,https://data.meteostat.net/daily/1982/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1982\22217.csv.gz
22217,daily,1983,https://data.meteostat.net/daily/1983/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1983\22217.csv.gz
22217,daily,1984,https://data.meteostat.net/daily/1984/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1984\22217.csv.gz
22217,daily,1985,https://data.meteostat.net/daily/1985/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1985\22217.csv.gz
